contract_id,customer_id,vehicle_model,dealer_region,credit_score,amount_financed,monthly_payment,days_past_due,contract_date
CON-001202,CUST-00573,S-Class Luxury,Southeast,741.0,115021.18,1488.59,0,2025-10-27
CON-001203,CUST-00337,C-Class Sedan,Southeast,620.0,110808.8,1259.54,0,2024-02-23
CON-001204,CUST-00026,E-Class Sedan,Northeast,744.0,83999.09,549.52,0,2025-09-22
CON-001205,CUST-00804,E-Class Sedan,Southwest,739.0,114380.94,1640.68,0,2025-12-10
CON-001206,CUST-00257,E-Class Sedan,Pacific,843.0,62462.54,885.83,30,2024-09-29
CON-001207,CUST-00008,GLE SUV,Northeast,597.0,66079.58,1796.2,0,2024-07-16
CON-001208,CUST-00625,S-Class Luxury,Southeast,,38865.63,1740.45,0,2024-05-07
CON-001209,CUST-00867,E-Class Sedan,Southeast,612.0,85082.08,1722.69,0,2025-08-26
CON-001210,CUST-00253,E-Class Sedan,Northeast,840.0,96363.54,1554.47,0,2024-01-09
CON-001211,CUST-00692,EQE Electric,Southwest,789.0,100749.13,786.8,0,2024-08-14
CON-001212,CUST-00719,C-Class Sedan,Pacific,743.0,47734.38,1192.42,45,2025-07-11
CON-001213,CUST-00303,EQE Electric,Midwest,584.0,72753.52,791.59,0,2024-05-13
CON-001214,CUST-00639,EQE Electric,Northeast,613.0,"$50,033.37 USD",837.58,0,2024-01-16
CON-001215,CUST-00056,C-Class Sedan,Pacific,724.0,91280.82,1294.24,0,2024-08-02
CON-001216,CUST-00726,S-Class Luxury,Pacific,,48425.44,553.08,0,2024-04-21
CON-001217,CUST-00526,EQE Electric,Southeast,809.0,111853.91,1760.3,0,2024-06-05
CON-001218,CUST-00474,S-Class Luxury,Midwest,704.0,54603.94,1694.28,0,2025-02-28
CON-001219,CUST-00028,EQE Electric,Northeast,594.0,59769.19,995.0,0,2025-03-27
CON-001220,CUST-00983,GLS Luxury SUV,Southeast,,107327.04,1170.05,0,2024-11-13
CON-001221,CUST-00078,C-Class Sedan,Southeast,732.0,73969.75,1105.96,0,2024-12-25
CON-001222,CUST-00216,EQE Electric,Southwest,632.0,37039.66,1646.86,15,2025-01-10
CON-001223,CUST-00386,GLS Luxury SUV,Pacific,728.0,77039.83,1395.18,15,2024-10-22
CON-001224,CUST-00365,GLE SUV,Northeast,798.0,42186.18,861.54,0,2024-07-16
CON-001225,CUST-00666,GLS Luxury SUV,Northeast,692.0,118754.3,1080.89,0,2025-07-23
CON-001226,CUST-00526,E-Class Sedan,Northeast,662.0,84989.48,1057.66,15,2025-02-01
CON-001227,CUST-00699,EQE Electric,Southeast,797.0,56805.27,1747.14,0,2025-08-12
CON-001228,CUST-00312,GLS Luxury SUV,Southwest,805.0,82916.0,727.9,0,2024-08-29
CON-001229,CUST-00883,S-Class Luxury,Midwest,849.0,41533.7,616.45,0,2025-03-04
CON-001230,CUST-00007,GLE SUV,Southeast,594.0,102990.76,1644.8,0,2025-09-02
CON-001231,CUST-00003,EQE Electric,Midwest,844.0,113652.88,1665.69,0,2024-01-06
CON-001232,CUST-00623,E-Class Sedan,Southwest,778.0,109327.77,1633.26,0,2024-11-13
CON-001233,CUST-00919,GLS Luxury SUV,Pacific,737.0,64049.4,1164.27,30,2024-07-30
CON-001234,CUST-00750,GLE SUV,Northeast,786.0,62690.29,1357.67,0,2024-09-29
CON-001235,CUST-00363,EQE Electric,Midwest,753.0,"$37,982.45 USD",1232.37,0,2024-03-24
CON-001236,CUST-00751,GLE SUV,Southeast,763.0,90369.03,590.28,45,2025-09-15
CON-001237,CUST-00508,E-Class Sedan,Midwest,844.0,80466.91,1274.59,0,2025-12-10
CON-001238,CUST-00274,GLS Luxury SUV,Pacific,825.0,74044.44,517.7,0,2024-12-25
CON-001239,CUST-00506,GLE SUV,Northeast,615.0,112148.63,922.48,0,2025-01-15
CON-001240,CUST-00806,GLE SUV,Midwest,838.0,49269.71,1711.98,0,2025-06-23
CON-001241,CUST-00739,C-Class Sedan,Pacific,598.0,35821.63,895.26,0,2024-05-20
CON-001242,CUST-00883,GLE SUV,Southeast,602.0,41231.9,1721.77,0,2025-05-24
CON-001243,CUST-00015,C-Class Sedan,Southwest,683.0,53986.57,825.17,0,2024-06-21
CON-001244,CUST-00192,GLS Luxury SUV,Southeast,820.0,37829.27,908.93,0,2024-01-20
CON-001245,CUST-00985,EQE Electric,Northeast,783.0,77741.72,1316.93,0,2025-09-20
CON-001246,CUST-00631,EQE Electric,Southeast,832.0,61697.69,1490.12,0,2025-05-17
CON-001247,CUST-00485,GLS Luxury SUV,Southeast,721.0,50341.06,1151.8,0,2025-07-19
CON-001248,CUST-00028,GLS Luxury SUV,Southeast,722.0,98757.15,1646.75,0,2024-08-14
CON-001249,CUST-00714,S-Class Luxury,Southeast,689.0,52378.36,552.31,0,2024-04-18
CON-001250,CUST-00039,GLS Luxury SUV,Northeast,587.0,93446.43,1698.85,0,2024-11-15
CON-001251,CUST-00953,GLE SUV,Pacific,648.0,64687.52,755.2,0,2024-11-03
CON-001252,CUST-00273,EQE Electric,Midwest,769.0,78505.36,1649.51,0,2024-03-27
CON-001253,CUST-00231,E-Class Sedan,Southwest,758.0,114378.7,1021.12,0,2024-08-15
CON-001254,CUST-00086,EQE Electric,Midwest,642.0,38174.89,1582.58,60,2024-11-05
CON-001255,CUST-00474,C-Class Sedan,Midwest,647.0,77522.48,1373.17,0,2025-01-13
CON-001256,CUST-00126,EQE Electric,Southwest,785.0,107625.95,728.72,0,2025-08-05
CON-001257,CUST-00812,S-Class Luxury,Northeast,585.0,84977.81,1693.46,0,2025-01-19
CON-001258,CUST-00537,GLS Luxury SUV,Southwest,698.0,58533.99,819.17,0,2024-04-22
CON-001259,CUST-00145,GLS Luxury SUV,Northeast,610.0,68802.9,817.38,15,2024-10-19
CON-001260,CUST-00525,EQE Electric,Midwest,585.0,92822.58,1558.43,0,2024-10-31
CON-001261,CUST-00212,E-Class Sedan,Northeast,786.0,110719.01,637.64,15,2024-10-17
CON-001262,CUST-00025,E-Class Sedan,Pacific,736.0,38490.64,788.65,0,2024-04-14
CON-001263,CUST-00580,S-Class Luxury,Southwest,646.0,41080.8,1154.78,0,2024-10-17
CON-001264,CUST-00394,C-Class Sedan,Pacific,,62629.38,1579.62,0,2025-04-21
CON-001265,CUST-00067,EQE Electric,Midwest,592.0,54786.27,691.73,0,2025-06-04
CON-001266,CUST-00233,GLS Luxury SUV,Southwest,731.0,"$57,519.13 USD",1211.97,0,2025-11-07
CON-001267,CUST-00109,EQE Electric,Midwest,688.0,53807.95,1424.61,0,2024-02-29
CON-001268,CUST-00146,S-Class Luxury,Pacific,728.0,"$51,645.13 USD",1618.77,0,2024-11-07
CON-001269,CUST-00111,GLE SUV,Midwest,783.0,46103.04,1716.24,0,2024-04-15
CON-001270,CUST-00228,GLE SUV,Southwest,600.0,114386.1,1520.03,0,2025-09-14
CON-001271,CUST-00111,S-Class Luxury,Southwest,639.0,47256.1,1348.68,0,2024-03-29
CON-001272,CUST-00470,GLS Luxury SUV,Midwest,600.0,52374.32,1063.71,0,2024-09-24
CON-001273,CUST-00034,S-Class Luxury,Southwest,824.0,55932.59,645.74,0,2025-08-05
CON-001274,CUST-00623,GLS Luxury SUV,Southwest,652.0,114306.26,1422.66,0,2024-04-28
CON-001275,CUST-00776,E-Class Sedan,Midwest,655.0,99235.7,1790.56,0,2025-03-20
CON-001276,CUST-00936,S-Class Luxury,Pacific,765.0,102124.45,1457.79,0,2025-03-04
CON-001277,CUST-00369,GLS Luxury SUV,Southwest,657.0,43904.45,521.72,0,2024-12-16
CON-001278,CUST-00748,S-Class Luxury,Southwest,644.0,106086.34,1145.14,60,2024-11-01
CON-001279,CUST-00595,S-Class Luxury,Southwest,635.0,69696.41,1299.04,15,2025-09-06
CON-001280,CUST-00554,GLS Luxury SUV,Southwest,838.0,57339.96,1396.58,0,2024-07-20
CON-001281,CUST-00425,GLS Luxury SUV,Midwest,769.0,83938.76,1435.64,0,2024-01-23
CON-001282,CUST-00613,C-Class Sedan,Pacific,585.0,104885.55,1225.54,90,2024-03-30
CON-001283,CUST-00518,S-Class Luxury,Pacific,585.0,101185.43,790.37,0,2025-04-15
CON-001284,CUST-00692,GLE SUV,Northeast,770.0,110649.79,1724.86,0,2024-04-02
CON-001285,CUST-00282,S-Class Luxury,Southwest,727.0,113891.24,1405.67,15,2024-10-11
CON-001286,CUST-00320,S-Class Luxury,Southwest,,55240.38,807.89,0,2025-11-13
CON-001287,CUST-00738,GLS Luxury SUV,Northeast,797.0,71027.92,919.02,0,2024-11-04
CON-001288,CUST-00443,S-Class Luxury,Pacific,669.0,36243.43,1698.51,0,2025-06-19
CON-001289,CUST-00952,EQE Electric,Southeast,,109742.34,1653.73,0,2025-01-10
CON-001290,CUST-00315,S-Class Luxury,Southeast,666.0,48138.63,1026.69,0,2025-12-14
CON-001291,CUST-00877,EQE Electric,Pacific,829.0,108225.36,549.8,0,2025-05-13
CON-001292,CUST-00966,GLE SUV,Southwest,730.0,62997.92,563.05,0,2025-09-27
CON-001293,CUST-00741,GLS Luxury SUV,Southeast,,66291.36,869.09,60,2024-05-21
CON-001294,CUST-00377,S-Class Luxury,Midwest,609.0,38326.24,1317.86,0,2024-02-21
CON-001295,CUST-00289,EQE Electric,Midwest,707.0,62784.7,1259.45,0,2024-03-10
CON-001296,CUST-00437,EQE Electric,Northeast,,"$110,510.91 USD",1323.98,0,2024-09-16
CON-001297,CUST-00662,EQE Electric,Pacific,634.0,37171.53,1432.47,0,2025-11-28
CON-001298,CUST-00277,E-Class Sedan,Pacific,613.0,69537.84,524.74,0,2025-12-19
CON-001299,CUST-00710,C-Class Sedan,Southeast,684.0,37668.97,636.61,0,2024-10-19
CON-001300,CUST-00582,GLE SUV,Southwest,751.0,66528.49,967.33,0,2025-01-12
CON-001301,CUST-00503,S-Class Luxury,Pacific,601.0,49674.45,701.32,0,2024-02-08
CON-001302,CUST-00624,E-Class Sedan,Southeast,684.0,56438.56,597.92,0,2024-12-13
CON-001303,CUST-00516,S-Class Luxury,Southeast,728.0,109595.86,1333.25,0,2025-07-31
CON-001304,CUST-00350,S-Class Luxury,Pacific,751.0,72064.18,1559.94,0,2025-06-08
CON-001305,CUST-00843,GLS Luxury SUV,Southeast,626.0,58272.83,1478.41,0,2025-12-06
CON-001306,CUST-00446,GLS Luxury SUV,Northeast,693.0,85093.76,1562.15,45,2025-05-20
CON-001307,CUST-00830,GLS Luxury SUV,Northeast,786.0,47079.09,1365.61,0,2025-01-16
CON-001308,CUST-00350,E-Class Sedan,Pacific,821.0,57048.29,1455.95,0,2025-02-28
CON-001309,CUST-00607,S-Class Luxury,Southwest,775.0,81431.08,853.31,15,2025-03-11
CON-001310,CUST-00664,C-Class Sedan,Northeast,743.0,55189.46,1790.91,0,2025-10-06
CON-001311,CUST-00823,GLE SUV,Northeast,755.0,"$92,725.86 USD",738.12,15,2025-12-07
CON-001312,CUST-00137,GLS Luxury SUV,Pacific,689.0,76776.76,778.84,0,2024-11-17
CON-001313,CUST-00759,GLS Luxury SUV,Midwest,751.0,100619.07,875.6,0,2025-08-12
CON-001314,CUST-00899,S-Class Luxury,Southeast,781.0,115600.79,1767.93,0,2024-09-06
CON-001315,CUST-00243,S-Class Luxury,Northeast,747.0,44843.42,1784.78,0,2024-06-28
CON-001316,CUST-00543,E-Class Sedan,Midwest,681.0,63446.53,1533.36,0,2025-11-19
CON-001317,CUST-00040,E-Class Sedan,Southwest,665.0,62161.67,1317.77,0,2024-01-29
CON-001318,CUST-00229,GLS Luxury SUV,Midwest,721.0,47850.55,1176.08,0,2025-05-10
CON-001319,CUST-00548,S-Class Luxury,Pacific,792.0,103875.77,1761.81,0,2025-11-08
CON-001320,CUST-00920,C-Class Sedan,Southwest,630.0,99589.69,1404.31,0,2024-11-21
CON-001321,CUST-00223,GLE SUV,Southwest,691.0,"$76,176.17 USD",1728.15,0,2025-10-09
CON-001322,CUST-00006,S-Class Luxury,Midwest,644.0,80710.52,911.52,15,2024-07-05
CON-001323,CUST-00322,S-Class Luxury,Pacific,762.0,40061.25,933.91,0,2024-02-24
CON-001324,CUST-00468,EQE Electric,Northeast,589.0,82218.12,1611.14,0,2025-05-28
CON-001325,CUST-00732,E-Class Sedan,Midwest,813.0,102264.03,694.81,15,2025-02-13
CON-001326,CUST-00075,GLE SUV,Northeast,823.0,83775.34,1729.71,0,2024-01-17
CON-001327,CUST-00004,GLS Luxury SUV,Midwest,846.0,57551.04,1159.72,0,2025-07-24
CON-001328,CUST-00847,S-Class Luxury,Northeast,697.0,91741.6,1704.34,0,2024-03-28
CON-001329,CUST-00646,GLS Luxury SUV,Midwest,723.0,65726.52,937.83,30,2024-08-10
CON-001330,CUST-00118,S-Class Luxury,Southwest,780.0,"$81,314.23 USD",1430.75,0,2024-02-27
CON-001331,CUST-00881,GLS Luxury SUV,Southeast,818.0,76443.06,1127.74,0,2025-12-04
CON-001332,CUST-00606,GLE SUV,Southwest,825.0,67399.88,1314.84,0,2025-07-15
CON-001333,CUST-00504,E-Class Sedan,Northeast,587.0,96104.63,1155.68,30,2025-12-25
CON-001334,CUST-00998,GLE SUV,Pacific,731.0,110129.47,1757.25,0,2024-08-17
CON-001335,CUST-00947,EQE Electric,Southwest,790.0,35443.06,1399.74,0,2024-06-02
CON-001336,CUST-00574,C-Class Sedan,Southeast,737.0,"$114,357.40 USD",826.71,0,2024-09-29
CON-001337,CUST-00441,E-Class Sedan,Northeast,,78478.79,1682.58,0,2024-02-15
CON-001338,CUST-00194,GLE SUV,Southwest,665.0,"$94,562.21 USD",882.24,0,2025-03-27
CON-001339,CUST-00847,EQE Electric,Midwest,634.0,107728.09,983.09,90,2024-11-01
CON-001340,CUST-00715,C-Class Sedan,Pacific,780.0,74703.81,632.76,0,2025-03-02
CON-001341,CUST-00392,EQE Electric,Northeast,701.0,105972.8,1669.96,30,2024-04-27
CON-001342,CUST-00026,S-Class Luxury,Southwest,687.0,50097.68,871.95,0,2025-11-18
CON-001343,CUST-00435,S-Class Luxury,Northeast,711.0,48529.24,836.59,0,2025-08-02
CON-001344,CUST-00173,GLS Luxury SUV,Midwest,777.0,90885.07,1696.34,0,2024-09-07
CON-001345,CUST-00300,E-Class Sedan,Southeast,626.0,108962.16,1547.18,0,2025-02-06
CON-001346,CUST-00645,S-Class Luxury,Southwest,807.0,110856.23,683.4,0,2024-07-18
CON-001347,CUST-00326,EQE Electric,Northeast,824.0,89717.94,1500.12,30,2024-05-25
CON-001348,CUST-00410,E-Class Sedan,Northeast,782.0,79666.58,1686.94,30,2024-02-20
CON-001349,CUST-00118,S-Class Luxury,Northeast,840.0,63168.41,602.06,0,2025-01-02
CON-001350,CUST-00836,GLS Luxury SUV,Southeast,757.0,118300.04,1572.78,0,2025-11-28
CON-001351,CUST-00787,GLE SUV,Northeast,603.0,62174.13,1211.65,0,2024-11-15
CON-001352,CUST-00724,GLS Luxury SUV,Pacific,754.0,98255.82,1369.96,60,2024-07-17
CON-001353,CUST-00225,C-Class Sedan,Pacific,,80218.45,1140.71,0,2025-03-16
CON-001354,CUST-00532,S-Class Luxury,Northeast,580.0,86723.55,1407.14,0,2024-05-24
CON-001355,CUST-00113,C-Class Sedan,Pacific,665.0,68445.85,544.33,0,2024-02-28
CON-001356,CUST-00140,C-Class Sedan,Southwest,648.0,117009.97,1491.52,0,2025-12-07
CON-001357,CUST-00559,EQE Electric,Pacific,610.0,83593.0,543.35,0,2024-05-22
CON-001358,CUST-00001,E-Class Sedan,Northeast,777.0,114711.95,1091.89,0,2024-08-10
CON-001359,CUST-00090,EQE Electric,Midwest,670.0,35645.27,696.25,0,2024-04-09
CON-001360,CUST-00654,S-Class Luxury,Southwest,595.0,83677.0,1570.65,30,2024-01-26
CON-001361,CUST-00320,C-Class Sedan,Southeast,741.0,95960.89,907.76,0,2025-03-07
CON-001362,CUST-00550,GLE SUV,Northeast,771.0,98331.81,1090.32,0,2025-06-09
CON-001363,CUST-00805,C-Class Sedan,Southeast,730.0,111923.03,1057.38,0,2024-05-01
CON-001364,CUST-00894,GLE SUV,Midwest,692.0,35374.14,1504.25,0,2025-04-09
CON-001365,CUST-00139,EQE Electric,Southeast,755.0,35028.06,1125.49,0,2024-09-21
CON-001366,CUST-00511,EQE Electric,Northeast,728.0,75142.39,1525.65,0,2024-01-07
CON-001367,CUST-00868,E-Class Sedan,Northeast,757.0,37489.96,595.56,0,2024-08-07
CON-001368,CUST-00845,C-Class Sedan,Midwest,802.0,117835.27,749.07,0,2025-11-25
CON-001369,CUST-00259,GLS Luxury SUV,Northeast,838.0,53875.54,1216.99,0,2025-01-30
CON-001370,CUST-00673,EQE Electric,Midwest,768.0,75176.5,1731.21,0,2025-04-01
CON-001371,CUST-00902,EQE Electric,Midwest,669.0,40196.7,597.19,0,2024-04-17
CON-001372,CUST-00690,E-Class Sedan,Northeast,841.0,79374.12,556.01,0,2025-05-06
CON-001373,CUST-00010,GLE SUV,Pacific,735.0,67296.27,703.52,0,2025-09-27
CON-001374,CUST-00261,E-Class Sedan,Midwest,779.0,38796.1,1333.5,0,2025-11-12
CON-001375,CUST-00919,C-Class Sedan,Northeast,634.0,63485.56,1018.69,0,2025-04-04
CON-001376,CUST-00650,S-Class Luxury,Pacific,833.0,68272.06,1573.22,0,2024-01-09
CON-001377,CUST-00172,S-Class Luxury,Midwest,752.0,119143.33,593.51,0,2025-01-01
CON-001378,CUST-00898,GLE SUV,Pacific,779.0,52670.3,755.34,0,2024-05-04
CON-001379,CUST-00013,EQE Electric,Southwest,,81306.27,890.03,0,2024-06-10
CON-001380,CUST-00168,GLE SUV,Southwest,730.0,118921.82,1314.75,0,2024-02-05
CON-001381,CUST-00642,EQE Electric,Pacific,690.0,"$102,321.63 USD",1390.72,15,2024-01-04
CON-001382,CUST-00596,EQE Electric,Midwest,845.0,119436.24,661.46,0,2025-02-16
CON-001383,CUST-00321,S-Class Luxury,Northeast,670.0,117305.36,1726.95,0,2024-03-27
CON-001384,CUST-00319,GLE SUV,Southeast,756.0,76610.86,943.36,0,2025-04-27
CON-001385,CUST-00613,E-Class Sedan,Northeast,810.0,94191.95,1427.12,0,2025-08-25
CON-001386,CUST-00329,EQE Electric,Southeast,608.0,44387.67,1181.47,0,2024-02-27
CON-001387,CUST-00785,GLS Luxury SUV,Southeast,774.0,72497.65,789.59,0,2024-05-19
CON-001388,CUST-00777,GLS Luxury SUV,Midwest,818.0,103766.58,1600.1,0,2024-06-20
CON-001389,CUST-00971,E-Class Sedan,Pacific,846.0,"$77,953.50 USD",1563.71,0,2024-09-16
CON-001390,CUST-00911,GLS Luxury SUV,Northeast,793.0,94729.42,1014.89,0,2025-05-09
CON-001391,CUST-00920,C-Class Sedan,Pacific,661.0,98388.86,1265.19,0,2024-01-25
CON-001392,CUST-00550,EQE Electric,Southwest,707.0,56544.88,835.17,0,2024-07-16
CON-001393,CUST-00419,E-Class Sedan,Midwest,841.0,109434.45,1396.81,15,2025-08-01
CON-001394,CUST-00606,GLE SUV,Midwest,646.0,74084.91,901.73,0,2025-02-26
CON-001395,CUST-00095,EQE Electric,Southwest,641.0,52865.73,1597.3,15,2024-04-27
CON-001396,CUST-00817,E-Class Sedan,Northeast,712.0,108560.35,782.6,0,2024-01-06
CON-001397,CUST-00581,S-Class Luxury,Southwest,716.0,70514.6,519.24,0,2024-04-06
CON-001398,CUST-00318,GLE SUV,Northeast,607.0,98776.56,849.06,0,2024-03-12
CON-001399,CUST-00956,S-Class Luxury,Southeast,790.0,81582.81,748.37,0,2025-03-07
CON-001400,CUST-00236,EQE Electric,Midwest,784.0,67459.1,1160.77,0,2025-01-14
CON-001401,CUST-00946,GLE SUV,Northeast,832.0,103839.5,764.81,0,2025-07-03
CON-001402,CUST-00334,GLS Luxury SUV,Pacific,617.0,84679.94,1492.15,0,2024-02-25
CON-001403,CUST-00885,E-Class Sedan,Pacific,622.0,68197.78,813.78,0,2025-09-06
CON-001404,CUST-00376,EQE Electric,Midwest,696.0,44315.82,1419.06,0,2024-04-12
CON-001405,CUST-00459,C-Class Sedan,Southwest,,111112.85,1252.01,0,2024-08-03
CON-001406,CUST-00137,GLE SUV,Southwest,625.0,38014.91,1782.12,0,2024-01-21
CON-001407,CUST-00930,GLE SUV,Northeast,745.0,108370.92,1799.87,0,2025-09-18
CON-001408,CUST-00588,EQE Electric,Southwest,782.0,65596.73,1630.38,0,2024-07-28
CON-001409,CUST-00995,EQE Electric,Midwest,812.0,89343.79,1487.98,0,2024-10-17
CON-001410,CUST-00547,S-Class Luxury,Northeast,824.0,113386.98,1002.39,0,2025-12-15
CON-001411,CUST-00513,GLS Luxury SUV,Southeast,788.0,"$47,895.06 USD",1479.26,0,2024-07-06
CON-001412,CUST-00296,S-Class Luxury,Southwest,827.0,83190.79,1743.68,0,2024-05-30
CON-001413,CUST-00320,S-Class Luxury,Southwest,737.0,99976.79,530.39,0,2024-07-09
CON-001414,CUST-00918,GLS Luxury SUV,Northeast,580.0,99394.63,1199.29,0,2025-02-10
CON-001415,CUST-00572,C-Class Sedan,Pacific,796.0,79678.71,783.4,0,2024-08-01
CON-001416,CUST-00832,S-Class Luxury,Southwest,828.0,88102.85,1225.24,0,2025-07-07
CON-001417,CUST-00349,S-Class Luxury,Midwest,648.0,99389.79,1106.38,0,2025-04-22
CON-001418,CUST-00840,GLE SUV,Southwest,609.0,106487.35,1248.5,0,2024-07-12
CON-001419,CUST-00779,GLS Luxury SUV,Southeast,694.0,99754.11,1216.25,0,2024-09-06
CON-001420,CUST-00873,E-Class Sedan,Southwest,587.0,65090.42,1748.14,0,2025-08-15
CON-001421,CUST-00229,C-Class Sedan,Pacific,615.0,119721.74,1217.84,0,2024-02-10
CON-001422,CUST-00270,C-Class Sedan,Southwest,623.0,71932.73,1600.1,45,2025-01-04
CON-001423,CUST-00828,GLS Luxury SUV,Northeast,734.0,37079.5,915.77,0,2024-01-20
CON-001424,CUST-00798,EQE Electric,Southwest,656.0,65822.44,1069.53,0,2024-01-09
CON-001425,CUST-00291,EQE Electric,Pacific,657.0,45861.55,1111.54,0,2025-09-27
CON-001426,CUST-00725,GLE SUV,Northeast,680.0,45322.62,862.35,0,2024-07-21
CON-001427,CUST-00165,GLE SUV,Midwest,609.0,58930.48,993.73,30,2025-08-12
CON-001428,CUST-00005,GLS Luxury SUV,Northeast,618.0,39536.92,1278.07,15,2025-12-22
CON-001429,CUST-00851,GLE SUV,Southeast,818.0,93523.54,1254.24,0,2024-01-18
CON-001430,CUST-00379,C-Class Sedan,Northeast,592.0,41289.06,1327.37,30,2024-11-14
CON-001431,CUST-00078,C-Class Sedan,Midwest,701.0,52279.61,957.36,0,2025-12-12
CON-001432,CUST-00410,E-Class Sedan,Southwest,723.0,42896.48,910.58,0,2024-10-08
CON-001433,CUST-00574,EQE Electric,Northeast,751.0,40369.26,1295.1,15,2025-04-20
CON-001434,CUST-00132,GLS Luxury SUV,Northeast,826.0,57758.89,672.72,0,2024-09-08
CON-001435,CUST-00601,S-Class Luxury,Northeast,826.0,83611.41,828.94,45,2024-12-05
CON-001436,CUST-00749,EQE Electric,Northeast,624.0,116998.27,554.77,0,2025-04-06
CON-001437,CUST-00042,S-Class Luxury,Midwest,832.0,109422.32,594.39,0,2025-09-22
CON-001438,CUST-00089,E-Class Sedan,Pacific,786.0,109454.38,816.4,45,2025-02-04
CON-001439,CUST-00402,E-Class Sedan,Pacific,586.0,49965.7,525.39,0,2025-01-05
CON-001440,CUST-00296,GLE SUV,Northeast,,57517.11,819.03,0,2024-10-08
CON-001441,CUST-00840,E-Class Sedan,Midwest,689.0,41493.43,1351.47,0,2025-01-24
CON-001442,CUST-00295,E-Class Sedan,Midwest,693.0,101169.81,579.44,0,2024-12-02
CON-001443,CUST-00616,S-Class Luxury,Northeast,,40934.39,1067.76,30,2024-12-10
CON-001444,CUST-00526,GLE SUV,Southeast,768.0,82319.13,1687.04,0,2025-06-02
CON-001445,CUST-00800,E-Class Sedan,Northeast,733.0,"$56,069.42 USD",1528.67,0,2024-09-29
CON-001446,CUST-00691,EQE Electric,Southeast,637.0,55692.88,897.07,0,2024-09-09
CON-001447,CUST-00637,E-Class Sedan,Northeast,629.0,119211.63,1702.25,15,2025-10-01
CON-001448,CUST-00422,GLE SUV,Southeast,786.0,99326.28,928.54,0,2025-01-08
CON-001449,CUST-00865,GLS Luxury SUV,Southeast,631.0,106139.85,594.27,0,2025-08-26
CON-001450,CUST-00023,GLE SUV,Northeast,729.0,83618.53,1792.27,0,2024-01-06
CON-001451,CUST-00575,S-Class Luxury,Southeast,632.0,109036.21,1631.03,0,2025-02-17
CON-001452,CUST-00143,GLS Luxury SUV,Southwest,792.0,89866.7,1105.71,0,2025-08-08
CON-001453,CUST-00993,EQE Electric,Pacific,645.0,115424.76,1366.29,0,2025-05-12
CON-001454,CUST-00665,C-Class Sedan,Midwest,811.0,58913.78,1372.6,0,2024-02-25
CON-001455,CUST-00145,GLE SUV,Southeast,730.0,85602.16,752.83,0,2025-02-01
CON-001456,CUST-00225,S-Class Luxury,Southeast,784.0,"$93,661.16 USD",760.06,0,2024-08-25
CON-001457,CUST-00503,EQE Electric,Midwest,834.0,68399.67,1110.45,30,2025-05-04
CON-001458,CUST-00962,GLS Luxury SUV,Southeast,716.0,109775.18,1685.05,0,2024-01-22
CON-001459,CUST-00974,EQE Electric,Midwest,714.0,118283.27,512.99,0,2025-03-16
CON-001460,CUST-00821,GLE SUV,Northeast,633.0,76970.41,1517.26,0,2024-02-10
CON-001461,CUST-00616,E-Class Sedan,Southwest,644.0,"$68,204.46 USD",574.78,30,2024-09-14
CON-001462,CUST-00104,GLE SUV,Southwest,581.0,75114.72,1121.69,0,2025-03-26
CON-001463,CUST-00947,C-Class Sedan,Pacific,711.0,107482.62,1329.23,0,2024-02-17
CON-001464,CUST-00039,GLE SUV,Southeast,611.0,"$89,864.82 USD",1392.79,0,2025-05-17
CON-001465,CUST-00947,GLS Luxury SUV,Pacific,822.0,38805.65,576.02,15,2024-05-18
CON-001466,CUST-00198,GLS Luxury SUV,Northeast,771.0,81084.44,1044.18,0,2024-07-20
CON-001467,CUST-00646,GLE SUV,Southwest,721.0,36470.51,1258.99,0,2025-10-13
CON-001468,CUST-00579,GLS Luxury SUV,Northeast,727.0,101175.51,585.86,0,2025-05-23
CON-001469,CUST-00391,E-Class Sedan,Northeast,668.0,62906.54,675.62,0,2025-10-15
CON-001470,CUST-00179,EQE Electric,Southeast,628.0,75120.64,1362.74,0,2024-10-12
CON-001471,CUST-00968,GLE SUV,Northeast,715.0,102887.64,1178.13,0,2024-08-20
CON-001472,CUST-00554,E-Class Sedan,Southwest,770.0,38948.15,710.38,0,2024-11-11
CON-001473,CUST-00448,EQE Electric,Pacific,728.0,48476.03,1195.81,0,2025-04-05
CON-001474,CUST-00500,EQE Electric,Southwest,666.0,68826.63,1686.5,0,2025-10-31
CON-001475,CUST-00015,E-Class Sedan,Southeast,587.0,54543.64,520.26,15,2025-07-03
CON-001476,CUST-00623,S-Class Luxury,Southwest,802.0,63721.62,1335.42,0,2025-08-09
CON-001477,CUST-00669,GLE SUV,Midwest,595.0,119844.85,595.75,0,2024-11-16
CON-001478,CUST-00289,EQE Electric,Pacific,,105160.23,508.38,0,2024-06-23
CON-001479,CUST-00478,EQE Electric,Midwest,683.0,110131.65,695.85,0,2024-02-08
CON-001480,CUST-00231,GLS Luxury SUV,Midwest,725.0,114649.64,1049.78,0,2025-03-08
CON-001481,CUST-00923,EQE Electric,Southeast,614.0,63979.55,1543.05,0,2025-04-29
CON-001482,CUST-00420,E-Class Sedan,Northeast,692.0,60251.54,866.32,0,2025-08-07
CON-001483,CUST-00157,EQE Electric,Midwest,632.0,54895.31,1313.38,0,2024-02-27
